inspection_id,order_id,product,plant,inspection_date,batch_size,defects_found,defect_type,inspector_id,passed,defect_rate
INS_00445,ORD_00445,Wiring Harness,Plant_Pune,2024-07-23,149,1,Surface Finish,INS_EMP_08,1,0.0067
INS_00446,ORD_00446,Control Panel,Plant_Ahmedabad,2023-05-18,843,59,Surface Finish,INS_EMP_04,0,0.07
INS_00447,ORD_00447,Wiring Harness,Plant_Pune,2025-01-06,558,2,Dimensional,INS_EMP_09,0,0.0036
INS_00448,ORD_00448,Sensor Array,Plant_Pune,2024-10-03,1865,136,Assembly Error,INS_EMP_06,0,0.0729
INS_00449,ORD_00449,Gear Box,Plant_Chennai,2024-10-26,645,8,Surface Finish,INS_EMP_02,1,0.0124
INS_00450,ORD_00450,Control Panel,Plant_Chennai,2024-08-16,1243,0,None,INS_EMP_08,1,0.0
INS_00451,ORD_00451,Clutch Kit,Plant_Chennai,2024-06-25,101,5,Dimensional,INS_EMP_06,0,0.0495
INS_00452,ORD_00452,Clutch Kit,Plant_Delhi,2024-12-11,349,12,Surface Finish,INS_EMP_05,0,0.0344
INS_00453,ORD_00453,Control Panel,Plant_Ahmedabad,2023-05-07,1827,130,Assembly Error,INS_EMP_08,1,0.0712
INS_00454,ORD_00454,PCB Assembly,Plant_Chennai,2024-12-25,1469,109,Functional,INS_EMP_08,0,0.0742
INS_00455,ORD_00455,Clutch Kit,Plant_Chennai,2023-02-09,564,32,Dimensional,INS_EMP_04,0,0.0567
INS_00456,ORD_00456,Gear Box,Plant_Delhi,2024-09-18,1639,106,Dimensional,INS_EMP_06,0,0.0647
INS_00457,ORD_00457,Gear Box,Plant_Pune,2024-06-16,822,57,Surface Finish,INS_EMP_08,1,0.0693
INS_00458,ORD_00458,Sensor Array,Plant_Delhi,2023-01-19,1005,74,Surface Finish,INS_EMP_07,1,0.0736
INS_00459,ORD_00459,Control Panel,Plant_Pune,2024-06-14,1222,53,Functional,INS_EMP_04,0,0.0434
INS_00460,ORD_00460,Brake Assembly,Plant_Chennai,2023-04-08,1084,1,Assembly Error,INS_EMP_02,1,0.0009
INS_00461,ORD_00461,Control Panel,Plant_Ahmedabad,2024-11-23,728,42,Dimensional,INS_EMP_01,1,0.0577
INS_00462,ORD_00462,Suspension Unit,Plant_Pune,2023-05-22,758,53,Surface Finish,INS_EMP_08,0,0.0699
INS_00463,ORD_00463,Drive Shaft,Plant_Chennai,2024-02-23,1985,95,Dimensional,INS_EMP_06,0,0.0479
INS_00464,ORD_00464,Control Panel,Plant_Delhi,2024-04-19,139,1,Dimensional,INS_EMP_03,1,0.0072
INS_00465,ORD_00465,PCB Assembly,Plant_Delhi,2024-07-24,65,2,Surface Finish,INS_EMP_02,1,0.0308
INS_00466,ORD_00466,Gear Box,Plant_Delhi,2025-01-15,1637,82,Surface Finish,INS_EMP_08,0,0.0501
INS_00467,ORD_00467,Brake Assembly,Plant_Pune,2023-02-13,200,14,Dimensional,INS_EMP_01,1,0.07
INS_00468,ORD_00468,Brake Assembly,Plant_Delhi,2024-02-19,1340,74,Surface Finish,INS_EMP_02,0,0.0552
INS_00469,ORD_00469,Brake Assembly,Plant_Chennai,2024-08-26,1485,68,Assembly Error,INS_EMP_02,1,0.0458
INS_00470,ORD_00470,Wiring Harness,Plant_Pune,2023-04-11,1617,9,Surface Finish,INS_EMP_04,0,0.0056
INS_00471,ORD_00471,Gear Box,Plant_Chennai,2023-06-15,850,49,Surface Finish,INS_EMP_10,1,0.0576
INS_00472,ORD_00472,Suspension Unit,Plant_Ahmedabad,2024-08-19,1186,91,Functional,INS_EMP_03,1,0.0767
INS_00473,ORD_00473,Clutch Kit,Plant_Ahmedabad,2023-04-10,480,2,Surface Finish,INS_EMP_10,0,0.0042
INS_00474,ORD_00474,Gear Box,Plant_Delhi,2023-06-22,502,0,None,INS_EMP_08,1,0.0
INS_00475,ORD_00475,Clutch Kit,Plant_Ahmedabad,2024-11-11,199,6,Surface Finish,INS_EMP_03,1,0.0302
INS_00476,ORD_00476,Clutch Kit,Plant_Chennai,2023-06-05,1392,0,None,INS_EMP_06,1,0.0
INS_00477,ORD_00477,Suspension Unit,Plant_Chennai,2023-12-25,1400,31,Surface Finish,INS_EMP_03,0,0.0221
INS_00478,ORD_00478,Hydraulic Pump,Plant_Chennai,2023-06-25,691,41,Surface Finish,INS_EMP_08,0,0.0593
INS_00479,ORD_00479,Brake Assembly,Plant_Pune,2024-05-23,962,0,None,INS_EMP_04,1,0.0
INS_00480,ORD_00480,Brake Assembly,Plant_Delhi,2023-11-14,1742,0,None,INS_EMP_10,1,0.0
INS_00481,ORD_00481,Clutch Kit,Plant_Delhi,2024-10-11,1714,0,None,INS_EMP_03,1,0.0
INS_00482,ORD_00482,Clutch Kit,Plant_Chennai,2024-07-30,1016,37,Dimensional,INS_EMP_06,1,0.0364
INS_00483,ORD_00483,Suspension Unit,Plant_Pune,2024-06-16,235,12,Surface Finish,INS_EMP_04,0,0.0511
INS_00484,ORD_00484,Wiring Harness,Plant_Chennai,2024-04-09,416,28,Surface Finish,INS_EMP_07,0,0.0673
INS_00485,ORD_00485,Control Panel,Plant_Chennai,2024-05-24,178,0,None,INS_EMP_06,1,0.0
INS_00486,ORD_00486,Hydraulic Pump,Plant_Chennai,2024-04-14,131,8,Dimensional,INS_EMP_07,0,0.0611
INS_00487,ORD_00487,Control Panel,Plant_Chennai,2024-08-14,821,59,Dimensional,INS_EMP_01,0,0.0719
INS_00488,ORD_00488,Suspension Unit,Plant_Delhi,2024-06-27,772,39,Assembly Error,INS_EMP_08,0,0.0505
INS_00489,ORD_00489,Gear Box,Plant_Pune,2024-04-03,521,0,None,INS_EMP_03,1,0.0
INS_00490,ORD_00490,Brake Assembly,Plant_Ahmedabad,2024-10-03,1723,98,Surface Finish,INS_EMP_01,0,0.0569
INS_00491,ORD_00491,Drive Shaft,Plant_Pune,2023-08-25,380,16,Dimensional,INS_EMP_02,0,0.0421
INS_00492,ORD_00492,Drive Shaft,Plant_Pune,2023-06-21,1339,13,Assembly Error,INS_EMP_06,0,0.0097
INS_00493,ORD_00493,Brake Assembly,Plant_Pune,2024-06-28,1277,0,None,INS_EMP_09,1,0.0
INS_00494,ORD_00494,Gear Box,Plant_Pune,2024-05-27,1036,12,Surface Finish,INS_EMP_08,1,0.0116
INS_00495,ORD_00495,Suspension Unit,Plant_Delhi,2023-10-06,1533,69,Functional,INS_EMP_05,1,0.045
INS_00496,ORD_00496,PCB Assembly,Plant_Pune,2024-02-06,272,7,Assembly Error,INS_EMP_06,1,0.0257
INS_00497,ORD_00497,Control Panel,Plant_Delhi,2023-07-19,1896,34,Functional,INS_EMP_03,0,0.0179
INS_00498,ORD_00498,Control Panel,Plant_Ahmedabad,2024-11-13,1897,40,Surface Finish,INS_EMP_03,0,0.0211
INS_00499,ORD_00499,Sensor Array,Plant_Delhi,2025-01-03,928,0,None,INS_EMP_01,1,0.0
INS_00500,ORD_00500,Suspension Unit,Plant_Ahmedabad,2023-10-06,1618,75,Dimensional,INS_EMP_05,0,0.0464
INS_00501,ORD_00501,Control Panel,Plant_Delhi,2023-01-31,1572,72,Functional,INS_EMP_10,0,0.0458
INS_00502,ORD_00502,Suspension Unit,Plant_Chennai,2025-01-02,696,12,Surface Finish,INS_EMP_06,1,0.0172
INS_00503,ORD_00503,Clutch Kit,Plant_Ahmedabad,2024-03-30,798,25,Dimensional,INS_EMP_03,1,0.0313
INS_00504,ORD_00504,Suspension Unit,Plant_Chennai,2024-05-17,808,48,Surface Finish,INS_EMP_01,1,0.0594
INS_00505,ORD_00505,Brake Assembly,Plant_Pune,2024-11-12,1581,107,Surface Finish,INS_EMP_08,0,0.0677
INS_00506,ORD_00506,Gear Box,Plant_Ahmedabad,2024-01-10,1177,83,Dimensional,INS_EMP_02,0,0.0705
INS_00507,ORD_00507,Clutch Kit,Plant_Chennai,2023-06-16,1946,102,Functional,INS_EMP_08,1,0.0524
INS_00508,ORD_00508,Hydraulic Pump,Plant_Delhi,2023-03-06,837,31,Dimensional,INS_EMP_01,1,0.037
INS_00509,ORD_00509,Hydraulic Pump,Plant_Pune,2024-03-28,463,15,Functional,INS_EMP_09,1,0.0324
INS_00510,ORD_00510,Sensor Array,Plant_Pune,2024-06-25,1480,84,Dimensional,INS_EMP_09,1,0.0568
INS_00511,ORD_00511,Suspension Unit,Plant_Pune,2023-04-10,1646,4,Surface Finish,INS_EMP_02,0,0.0024
INS_00512,ORD_00512,Suspension Unit,Plant_Chennai,2024-12-26,1932,45,Assembly Error,INS_EMP_07,0,0.0233
INS_00513,ORD_00513,Hydraulic Pump,Plant_Pune,2023-09-11,448,0,None,INS_EMP_05,1,0.0
INS_00514,ORD_00514,Control Panel,Plant_Chennai,2023-05-10,198,4,Assembly Error,INS_EMP_10,1,0.0202
INS_00515,ORD_00515,Sensor Array,Plant_Ahmedabad,2023-10-09,956,50,Functional,INS_EMP_02,1,0.0523
INS_00516,ORD_00516,Clutch Kit,Plant_Chennai,2023-02-16,288,16,Functional,INS_EMP_01,1,0.0556
INS_00517,ORD_00517,Brake Assembly,Plant_Ahmedabad,2024-07-02,69,3,Functional,INS_EMP_10,0,0.0435
INS_00518,ORD_00518,Hydraulic Pump,Plant_Pune,2024-07-29,1025,81,Surface Finish,INS_EMP_02,1,0.079
INS_00519,ORD_00519,Clutch Kit,Plant_Pune,2023-08-03,1556,55,Dimensional,INS_EMP_05,0,0.0353
INS_00520,ORD_00520,Suspension Unit,Plant_Delhi,2023-07-06,268,19,Dimensional,INS_EMP_06,1,0.0709
INS_00521,ORD_00521,Hydraulic Pump,Plant_Ahmedabad,2024-05-22,1321,35,Assembly Error,INS_EMP_01,0,0.0265
INS_00522,ORD_00522,PCB Assembly,Plant_Ahmedabad,2023-10-29,504,0,None,INS_EMP_07,1,0.0
INS_00523,ORD_00523,Brake Assembly,Plant_Ahmedabad,2024-06-12,856,0,None,INS_EMP_04,1,0.0
INS_00524,ORD_00524,Suspension Unit,Plant_Chennai,2023-02-06,481,0,None,INS_EMP_06,1,0.0
INS_00525,ORD_00525,Gear Box,Plant_Ahmedabad,2023-10-07,601,36,Assembly Error,INS_EMP_08,1,0.0599
INS_00526,ORD_00526,Wiring Harness,Plant_Pune,2024-03-30,1590,8,Surface Finish,INS_EMP_08,0,0.005
INS_00527,ORD_00527,Control Panel,Plant_Ahmedabad,2024-09-05,518,2,Surface Finish,INS_EMP_05,0,0.0039
INS_00528,ORD_00528,PCB Assembly,Plant_Ahmedabad,2023-06-27,1562,21,Assembly Error,INS_EMP_01,0,0.0134
INS_00529,ORD_00529,Suspension Unit,Plant_Delhi,2024-07-26,696,0,None,INS_EMP_08,1,0.0
INS_00530,ORD_00530,Wiring Harness,Plant_Chennai,2024-12-16,172,3,Dimensional,INS_EMP_02,0,0.0174
INS_00531,ORD_00531,PCB Assembly,Plant_Delhi,2024-01-24,1191,10,Functional,INS_EMP_04,0,0.0084
INS_00532,ORD_00532,Sensor Array,Plant_Chennai,2023-08-13,1229,80,Assembly Error,INS_EMP_07,1,0.0651
INS_00533,ORD_00533,Gear Box,Plant_Chennai,2024-04-07,830,0,None,INS_EMP_10,1,0.0
INS_00534,ORD_00534,Clutch Kit,Plant_Chennai,2024-08-23,1788,104,Assembly Error,INS_EMP_01,1,0.0582
INS_00535,ORD_00535,Sensor Array,Plant_Ahmedabad,2025-01-08,1289,10,Surface Finish,INS_EMP_03,1,0.0078
INS_00536,ORD_00536,Brake Assembly,Plant_Pune,2023-08-07,97,4,Assembly Error,INS_EMP_04,0,0.0412
INS_00537,ORD_00537,Drive Shaft,Plant_Ahmedabad,2023-04-22,180,0,None,INS_EMP_03,1,0.0
INS_00538,ORD_00538,Hydraulic Pump,Plant_Pune,2023-04-28,1315,57,Surface Finish,INS_EMP_07,0,0.0433
INS_00539,ORD_00539,Drive Shaft,Plant_Chennai,2024-04-21,308,11,Assembly Error,INS_EMP_10,1,0.0357
INS_00540,ORD_00540,Control Panel,Plant_Pune,2024-05-23,1157,0,None,INS_EMP_07,1,0.0
INS_00541,ORD_00541,Control Panel,Plant_Chennai,2024-05-05,1583,31,Functional,INS_EMP_04,1,0.0196
INS_00542,ORD_00542,Hydraulic Pump,Plant_Pune,2024-07-16,1698,30,Surface Finish,INS_EMP_10,0,0.0177
INS_00543,ORD_00543,Wiring Harness,Plant_Delhi,2023-01-20,1719,85,Assembly Error,INS_EMP_05,0,0.0494
INS_00544,ORD_00544,Drive Shaft,Plant_Chennai,2023-11-06,1618,86,Dimensional,INS_EMP_03,0,0.0532
INS_00545,ORD_00545,PCB Assembly,Plant_Pune,2024-08-13,858,19,Dimensional,INS_EMP_01,0,0.0221
INS_00546,ORD_00546,Hydraulic Pump,Plant_Chennai,2024-03-31,540,38,Dimensional,INS_EMP_02,1,0.0704
INS_00547,ORD_00547,Wiring Harness,Plant_Ahmedabad,2024-03-07,1797,90,Dimensional,INS_EMP_08,1,0.0501
INS_00548,ORD_00548,Drive Shaft,Plant_Pune,2024-05-27,706,19,Functional,INS_EMP_10,1,0.0269
INS_00549,ORD_00549,Gear Box,Plant_Delhi,2023-10-10,1514,62,Functional,INS_EMP_01,0,0.041
INS_00550,ORD_00550,Wiring Harness,Plant_Delhi,2024-01-02,688,9,Dimensional,INS_EMP_07,1,0.0131
INS_00551,ORD_00551,Gear Box,Plant_Pune,2023-06-03,595,20,Assembly Error,INS_EMP_05,1,0.0336
INS_00552,ORD_00552,Clutch Kit,Plant_Delhi,2023-01-19,1623,103,Assembly Error,INS_EMP_05,1,0.0635
INS_00553,ORD_00553,Sensor Array,Plant_Pune,2023-04-26,1413,0,None,INS_EMP_08,1,0.0
INS_00554,ORD_00554,Drive Shaft,Plant_Pune,2024-06-23,568,6,Functional,INS_EMP_07,0,0.0106
INS_00555,ORD_00555,Brake Assembly,Plant_Ahmedabad,2024-10-26,714,57,Assembly Error,INS_EMP_06,1,0.0798
INS_00556,ORD_00556,Sensor Array,Plant_Delhi,2023-03-06,1654,66,Dimensional,INS_EMP_06,0,0.0399
INS_00557,ORD_00557,Drive Shaft,Plant_Chennai,2024-05-31,1454,53,Dimensional,INS_EMP_04,1,0.0365
INS_00558,ORD_00558,Wiring Harness,Plant_Pune,2023-04-27,1049,29,Functional,INS_EMP_08,0,0.0276
INS_00559,ORD_00559,Control Panel,Plant_Chennai,2024-01-28,325,19,Dimensional,INS_EMP_07,1,0.0585
INS_00560,ORD_00560,Hydraulic Pump,Plant_Pune,2023-08-04,432,0,None,INS_EMP_07,1,0.0
INS_00561,ORD_00561,Drive Shaft,Plant_Ahmedabad,2023-06-25,655,0,None,INS_EMP_03,1,0.0
INS_00562,ORD_00562,Control Panel,Plant_Ahmedabad,2024-10-26,795,29,Assembly Error,INS_EMP_02,0,0.0365
INS_00563,ORD_00563,PCB Assembly,Plant_Chennai,2024-12-18,1618,0,None,INS_EMP_06,1,0.0
INS_00564,ORD_00564,Drive Shaft,Plant_Pune,2024-07-13,186,10,Surface Finish,INS_EMP_07,0,0.0538
INS_00565,ORD_00565,Control Panel,Plant_Chennai,2023-07-22,115,4,Functional,INS_EMP_01,1,0.0348
INS_00566,ORD_00566,Wiring Harness,Plant_Delhi,2023-09-06,1520,0,None,INS_EMP_08,1,0.0
INS_00567,ORD_00567,Drive Shaft,Plant_Chennai,2024-01-25,1572,23,Dimensional,INS_EMP_06,1,0.0146
INS_00568,ORD_00568,Brake Assembly,Plant_Delhi,2023-04-12,672,11,Dimensional,INS_EMP_09,0,0.0164
INS_00569,ORD_00569,Control Panel,Plant_Ahmedabad,2024-02-08,445,27,Assembly Error,INS_EMP_04,1,0.0607
INS_00570,ORD_00570,Gear Box,Plant_Pune,2024-01-26,989,31,Functional,INS_EMP_02,1,0.0313
INS_00571,ORD_00571,Sensor Array,Plant_Chennai,2024-06-13,1396,0,None,INS_EMP_05,1,0.0
INS_00572,ORD_00572,Suspension Unit,Plant_Pune,2024-02-01,1615,0,None,INS_EMP_10,1,0.0
INS_00573,ORD_00573,Wiring Harness,Plant_Ahmedabad,2023-08-23,1618,0,None,INS_EMP_10,1,0.0
INS_00574,ORD_00574,Drive Shaft,Plant_Chennai,2023-02-17,1270,79,Functional,INS_EMP_07,1,0.0622
INS_00575,ORD_00575,Control Panel,Plant_Pune,2023-11-22,1630,106,Functional,INS_EMP_07,0,0.065
INS_00576,ORD_00576,Clutch Kit,Plant_Pune,2024-04-30,369,11,Functional,INS_EMP_05,1,0.0298
INS_00577,ORD_00577,Sensor Array,Plant_Ahmedabad,2023-04-26,868,40,Surface Finish,INS_EMP_05,0,0.0461
INS_00578,ORD_00578,Drive Shaft,Plant_Ahmedabad,2025-01-01,1230,79,Functional,INS_EMP_02,1,0.0642
INS_00579,ORD_00579,Clutch Kit,Plant_Delhi,2023-12-23,1851,0,None,INS_EMP_10,1,0.0
INS_00580,ORD_00580,Control Panel,Plant_Pune,2023-11-28,134,0,None,INS_EMP_04,1,0.0
INS_00581,ORD_00581,Control Panel,Plant_Delhi,2024-12-16,854,0,None,INS_EMP_04,1,0.0
INS_00582,ORD_00582,Suspension Unit,Plant_Delhi,2023-11-21,857,36,Functional,INS_EMP_10,1,0.042
INS_00583,ORD_00583,Gear Box,Plant_Ahmedabad,2023-10-01,866,29,Functional,INS_EMP_10,1,0.0335
INS_00584,ORD_00584,Clutch Kit,Plant_Pune,2024-05-29,1385,34,Assembly Error,INS_EMP_01,0,0.0245
INS_00585,ORD_00585,PCB Assembly,Plant_Chennai,2024-03-29,1452,29,Surface Finish,INS_EMP_01,1,0.02
INS_00586,ORD_00586,Sensor Array,Plant_Ahmedabad,2023-12-09,1266,0,None,INS_EMP_07,1,0.0
INS_00587,ORD_00587,Gear Box,Plant_Delhi,2024-03-31,1942,155,Surface Finish,INS_EMP_08,0,0.0798
INS_00588,ORD_00588,Drive Shaft,Plant_Chennai,2023-09-28,1947,0,None,INS_EMP_09,1,0.0
INS_00589,ORD_00589,Clutch Kit,Plant_Chennai,2024-04-23,96,0,None,INS_EMP_10,1,0.0
INS_00590,ORD_00590,Suspension Unit,Plant_Delhi,2024-10-25,339,4,Functional,INS_EMP_04,0,0.0118
INS_00591,ORD_00591,Wiring Harness,Plant_Delhi,2023-03-15,461,1,Dimensional,INS_EMP_10,1,0.0022
INS_00592,ORD_00592,Drive Shaft,Plant_Chennai,2024-11-18,1407,8,Surface Finish,INS_EMP_03,0,0.0057
INS_00593,ORD_00593,Control Panel,Plant_Delhi,2024-02-13,1503,98,Assembly Error,INS_EMP_01,1,0.0652
INS_00594,ORD_00594,Control Panel,Plant_Chennai,2024-06-13,1198,39,Functional,INS_EMP_09,1,0.0326
INS_00595,ORD_00595,Hydraulic Pump,Plant_Pune,2024-03-04,371,10,Surface Finish,INS_EMP_07,1,0.027
INS_00596,ORD_00596,Control Panel,Plant_Chennai,2023-03-28,577,31,Functional,INS_EMP_10,0,0.0537
INS_00597,ORD_00597,Suspension Unit,Plant_Pune,2023-12-31,1395,5,Surface Finish,INS_EMP_04,0,0.0036
INS_00598,ORD_00598,Wiring Harness,Plant_Pune,2024-08-16,923,39,Dimensional,INS_EMP_05,1,0.0423
INS_00599,ORD_00599,Control Panel,Plant_Pune,2024-09-06,1450,49,Functional,INS_EMP_02,0,0.0338
INS_00600,ORD_00600,Brake Assembly,Plant_Pune,2024-11-23,1928,0,None,INS_EMP_04,1,0.0
INS_00601,ORD_00601,Hydraulic Pump,Plant_Ahmedabad,2023-02-27,702,0,None,INS_EMP_01,1,0.0
INS_00602,ORD_00602,Suspension Unit,Plant_Chennai,2023-07-18,319,5,Dimensional,INS_EMP_06,0,0.0157
INS_00603,ORD_00603,Brake Assembly,Plant_Ahmedabad,2024-09-29,1271,100,Surface Finish,INS_EMP_02,0,0.0787
INS_00604,ORD_00604,Wiring Harness,Plant_Ahmedabad,2024-09-29,1508,43,Assembly Error,INS_EMP_07,1,0.0285
INS_00605,ORD_00605,PCB Assembly,Plant_Pune,2023-07-27,116,0,None,INS_EMP_10,1,0.0
INS_00606,ORD_00606,Wiring Harness,Plant_Chennai,2023-03-17,1948,49,Assembly Error,INS_EMP_06,1,0.0252
INS_00607,ORD_00607,Sensor Array,Plant_Ahmedabad,2024-03-28,1639,1,Assembly Error,INS_EMP_09,1,0.0006
INS_00608,ORD_00608,Control Panel,Plant_Delhi,2024-09-20,1125,74,Dimensional,INS_EMP_10,0,0.0658
INS_00609,ORD_00609,Control Panel,Plant_Ahmedabad,2023-02-23,1112,34,Dimensional,INS_EMP_06,1,0.0306
INS_00610,ORD_00610,Wiring Harness,Plant_Pune,2023-07-26,950,34,Surface Finish,INS_EMP_06,1,0.0358
INS_00611,ORD_00611,Brake Assembly,Plant_Delhi,2024-09-23,1463,29,Assembly Error,INS_EMP_02,0,0.0198
INS_00612,ORD_00612,Gear Box,Plant_Ahmedabad,2025-01-02,327,18,Surface Finish,INS_EMP_09,1,0.055
INS_00613,ORD_00613,Brake Assembly,Plant_Delhi,2024-04-15,562,14,Dimensional,INS_EMP_05,0,0.0249
INS_00614,ORD_00614,Suspension Unit,Plant_Pune,2024-10-25,224,14,Surface Finish,INS_EMP_03,0,0.0625
INS_00615,ORD_00615,Gear Box,Plant_Pune,2024-01-29,1623,64,Dimensional,INS_EMP_04,1,0.0394
INS_00616,ORD_00616,Gear Box,Plant_Delhi,2024-03-17,683,19,Assembly Error,INS_EMP_03,1,0.0278
INS_00617,ORD_00617,Control Panel,Plant_Delhi,2023-01-26,1617,54,Assembly Error,INS_EMP_02,0,0.0334
INS_00618,ORD_00618,Brake Assembly,Plant_Delhi,2023-09-10,1255,30,Functional,INS_EMP_08,1,0.0239
INS_00619,ORD_00619,Gear Box,Plant_Pune,2023-11-03,1337,0,None,INS_EMP_07,1,0.0
INS_00620,ORD_00620,Hydraulic Pump,Plant_Chennai,2023-02-14,1798,0,None,INS_EMP_01,1,0.0
INS_00621,ORD_00621,Suspension Unit,Plant_Pune,2023-05-08,415,21,Dimensional,INS_EMP_03,1,0.0506
INS_00622,ORD_00622,Brake Assembly,Plant_Ahmedabad,2024-01-08,240,19,Assembly Error,INS_EMP_01,0,0.0792
INS_00623,ORD_00623,Control Panel,Plant_Ahmedabad,2023-11-14,325,21,Dimensional,INS_EMP_08,1,0.0646
INS_00624,ORD_00624,Brake Assembly,Plant_Ahmedabad,2024-12-22,1303,9,Functional,INS_EMP_08,1,0.0069
INS_00625,ORD_00625,Sensor Array,Plant_Pune,2024-04-04,1786,10,Surface Finish,INS_EMP_05,0,0.0056
INS_00626,ORD_00626,Suspension Unit,Plant_Pune,2024-06-11,1543,8,Functional,INS_EMP_03,0,0.0052
INS_00627,ORD_00627,Suspension Unit,Plant_Ahmedabad,2023-01-08,99,0,None,INS_EMP_06,1,0.0
INS_00628,ORD_00628,Hydraulic Pump,Plant_Chennai,2023-12-22,1197,21,Dimensional,INS_EMP_03,1,0.0175
INS_00629,ORD_00629,Sensor Array,Plant_Ahmedabad,2023-11-23,1176,51,Assembly Error,INS_EMP_06,0,0.0434
INS_00630,ORD_00630,Wiring Harness,Plant_Delhi,2023-02-28,409,22,Assembly Error,INS_EMP_03,0,0.0538
INS_00631,ORD_00631,Wiring Harness,Plant_Ahmedabad,2023-07-02,993,18,Surface Finish,INS_EMP_09,0,0.0181
INS_00632,ORD_00632,Clutch Kit,Plant_Chennai,2023-11-24,1534,0,None,INS_EMP_04,1,0.0
INS_00633,ORD_00633,Gear Box,Plant_Ahmedabad,2023-06-13,1771,35,Dimensional,INS_EMP_01,0,0.0198
INS_00634,ORD_00634,Drive Shaft,Plant_Chennai,2023-05-30,1652,103,Functional,INS_EMP_10,0,0.0623
INS_00635,ORD_00635,Control Panel,Plant_Chennai,2024-06-02,811,27,Surface Finish,INS_EMP_01,0,0.0333
INS_00636,ORD_00636,Control Panel,Plant_Delhi,2024-02-16,126,4,Dimensional,INS_EMP_04,1,0.0317
INS_00637,ORD_00637,Hydraulic Pump,Plant_Chennai,2023-06-16,746,30,Assembly Error,INS_EMP_08,0,0.0402
INS_00638,ORD_00638,Control Panel,Plant_Delhi,2024-07-06,321,22,Dimensional,INS_EMP_07,1,0.0685
INS_00639,ORD_00639,Drive Shaft,Plant_Delhi,2023-03-11,1786,3,Functional,INS_EMP_08,1,0.0017
INS_00640,ORD_00640,Clutch Kit,Plant_Pune,2023-02-14,1603,123,Surface Finish,INS_EMP_10,1,0.0767
INS_00641,ORD_00641,Gear Box,Plant_Chennai,2024-07-12,1632,64,Functional,INS_EMP_01,0,0.0392
INS_00642,ORD_00642,Sensor Array,Plant_Chennai,2024-10-19,1102,83,Functional,INS_EMP_06,0,0.0753
INS_00643,ORD_00643,Control Panel,Plant_Ahmedabad,2024-08-20,400,6,Dimensional,INS_EMP_03,0,0.015
INS_00644,ORD_00644,Brake Assembly,Plant_Ahmedabad,2023-02-17,1899,0,None,INS_EMP_09,1,0.0
INS_00645,ORD_00645,Suspension Unit,Plant_Chennai,2025-01-13,1875,125,Functional,INS_EMP_03,0,0.0667
INS_00646,ORD_00646,Suspension Unit,Plant_Pune,2023-08-16,1603,56,Dimensional,INS_EMP_05,0,0.0349
INS_00647,ORD_00647,Wiring Harness,Plant_Pune,2023-04-27,685,9,Dimensional,INS_EMP_09,1,0.0131
INS_00648,ORD_00648,Sensor Array,Plant_Ahmedabad,2024-10-04,1919,18,Assembly Error,INS_EMP_10,0,0.0094
INS_00649,ORD_00649,Hydraulic Pump,Plant_Chennai,2023-03-26,281,15,Dimensional,INS_EMP_03,0,0.0534
INS_00650,ORD_00650,Sensor Array,Plant_Delhi,2023-05-30,260,10,Surface Finish,INS_EMP_01,1,0.0385
INS_00651,ORD_00651,Gear Box,Plant_Ahmedabad,2024-05-02,1259,57,Dimensional,INS_EMP_07,1,0.0453
INS_00652,ORD_00652,Suspension Unit,Plant_Chennai,2023-12-24,1716,0,None,INS_EMP_08,1,0.0
INS_00653,ORD_00653,Wiring Harness,Plant_Delhi,2023-07-21,1421,107,Dimensional,INS_EMP_08,1,0.0753
INS_00654,ORD_00654,PCB Assembly,Plant_Delhi,2024-05-02,1186,34,Functional,INS_EMP_07,0,0.0287
INS_00655,ORD_00655,Drive Shaft,Plant_Delhi,2024-12-31,1271,0,None,INS_EMP_10,1,0.0
INS_00656,ORD_00656,Wiring Harness,Plant_Chennai,2024-09-13,1352,34,Surface Finish,INS_EMP_01,1,0.0251
INS_00657,ORD_00657,Suspension Unit,Plant_Chennai,2024-08-31,450,35,Functional,INS_EMP_04,1,0.0778
INS_00658,ORD_00658,Hydraulic Pump,Plant_Delhi,2023-04-23,66,4,Surface Finish,INS_EMP_03,1,0.0606
INS_00659,ORD_00659,Hydraulic Pump,Plant_Delhi,2023-02-27,1490,0,None,INS_EMP_02,1,0.0
INS_00660,ORD_00660,PCB Assembly,Plant_Ahmedabad,2025-01-10,857,20,Surface Finish,INS_EMP_06,0,0.0233
INS_00661,ORD_00661,PCB Assembly,Plant_Pune,2024-11-17,1022,0,None,INS_EMP_06,1,0.0
INS_00662,ORD_00662,PCB Assembly,Plant_Pune,2023-05-21,196,7,Assembly Error,INS_EMP_09,1,0.0357
INS_00663,ORD_00663,PCB Assembly,Plant_Pune,2024-11-16,901,65,Functional,INS_EMP_03,0,0.0721
INS_00664,ORD_00664,PCB Assembly,Plant_Delhi,2024-03-30,1729,64,Assembly Error,INS_EMP_04,1,0.037
INS_00665,ORD_00665,Sensor Array,Plant_Delhi,2023-09-25,1077,0,None,INS_EMP_02,1,0.0
INS_00666,ORD_00666,Gear Box,Plant_Chennai,2024-06-03,804,13,Surface Finish,INS_EMP_03,0,0.0162
INS_00667,ORD_00667,Control Panel,Plant_Chennai,2023-04-10,1872,13,Dimensional,INS_EMP_02,1,0.0069
